,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PK_Attempted,Yellow,Red,xG,npxG,xAG,npxG+xAG,Prg_Carries,Prg_Passes,Prg_Passes_Received,Goals_per90,Assits_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Matches
489,Samu Castillejo,es ESP,"FW,MF",Sassuolo,it Serie A,28,1995,17,6,536,6.0,0,0,0,0,0,0,2,0,0.3,0.3,1.0,1.2,27,26,45,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.21,0.04,0.21,Matches
490,Jonny Castro,es ESP,MF,Wolves,eng Premier League,29,1994,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
491,Santiago Castro,ar ARG,FW,Bologna,it Serie A,18,2004,8,2,242,2.7,1,1,2,1,0,0,1,0,1.0,1.0,0.5,1.5,1,1,15,0.37,0.37,0.74,0.37,0.74,0.35,0.20,0.55,0.35,0.55,Matches
492,Gaetano Castrovilli,it ITA,"FW,MF",Fiorentina,it Serie A,26,1997,6,5,367,4.1,1,2,3,1,0,0,0,0,0.3,0.3,0.6,0.9,14,12,25,0.25,0.49,0.74,0.25,0.74,0.08,0.15,0.23,0.08,0.23,Matches
493,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,28,1994,28,15,"1,361",15.1,1,0,1,1,0,0,8,0,0.4,0.4,0.8,1.1,9,69,7,0.07,0.00,0.07,0.07,0.07,0.02,0.05,0.08,0.02,0.08,Matches
494,Catena,es ESP,DF,Osasuna,es La Liga,28,1994,30,28,"2,534",28.2,1,3,4,1,0,0,8,1,1.3,1.3,1.0,2.4,5,77,1,0.04,0.11,0.14,0.04,0.14,0.05,0.04,0.08,0.05,0.08,Matches
495,Maximiliano Caufriez,be BEL,DF,Clermont Foot,fr Ligue 1,26,1997,20,20,"1,659",18.4,0,1,1,0,0,0,6,3,0.4,0.4,0.2,0.6,24,61,11,0.00,0.05,0.05,0.00,0.05,0.02,0.01,0.03,0.02,0.03,Matches
496,Ivan Cavaleiro,pt POR,FW,Lille,fr Ligue 1,29,1993,17,9,770,8.6,1,1,2,1,0,0,1,0,1.3,1.3,1.2,2.5,18,23,77,0.12,0.12,0.23,0.12,0.23,0.15,0.15,0.29,0.15,0.29,Matches
497,Dani Ceballos,es ESP,"MF,FW",Real Madrid,es La Liga,26,1996,20,5,598,6.6,0,2,2,0,0,0,2,0,0.3,0.3,1.5,1.8,16,47,23,0.00,0.30,0.30,0.00,0.30,0.05,0.22,0.27,0.05,0.27,Matches
498,Emil Ceide,no NOR,"FW,MF",Sassuolo,it Serie A,21,2001,11,0,176,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,12,3,16,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.17,0.05,0.17,Matches
499,Zeki Çelik,tr TUR,DF,Roma,it Serie A,26,1997,17,6,671,7.5,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,14,26,38,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.11,0.02,0.11,Matches
500,Álex Centelles,es ESP,DF,Almería,es La Liga,25,1997,14,11,980,10.9,0,1,1,0,0,0,2,0,0.0,0.0,1.6,1.6,16,31,53,0.00,0.09,0.09,0.00,0.09,0.00,0.14,0.15,0.00,0.15,Matches
501,Fabien Centonze,fr FRA,DF,Hellas Verona,it Serie A,27,1996,10,7,676,7.5,0,1,1,0,0,0,2,0,0.0,0.0,1.0,1.1,16,14,21,0.00,0.13,0.13,0.00,0.13,0.00,0.14,0.14,0.00,0.14,Matches
502,Fabien Centonze,fr FRA,DF,Nantes,fr Ligue 1,27,1996,3,1,94,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
503,Václav Černý,cz CZE,"FW,MF",Wolfsburg,de Bundesliga,25,1997,22,12,921,10.2,4,1,5,4,0,0,2,0,2.3,2.3,0.9,3.2,26,37,83,0.39,0.10,0.49,0.39,0.49,0.22,0.09,0.31,0.22,0.31,Matches
504,Michele Cerofolini,it ITA,GK,Frosinone,it Serie A,24,1999,8,7,675,7.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
505,Alberto Cerri,it ITA,FW,Empoli,it Serie A,27,1996,12,10,545,6.1,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,3,9,23,0.17,0.00,0.17,0.17,0.17,0.19,0.04,0.23,0.19,0.23,Matches
506,Leonardo Cerri,it ITA,DF,Juventus,it Serie A,20,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
507,Franco Cervi,ar ARG,"MF,DF",Celta Vigo,es La Liga,29,1994,17,5,546,6.1,0,1,1,0,0,0,2,0,0.5,0.5,2.0,2.5,16,24,36,0.00,0.16,0.16,0.00,0.16,0.08,0.34,0.41,0.08,0.41,Matches
508,Julian Chabot,de GER,DF,Köln,de Bundesliga,25,1998,32,32,"2,703",30.0,0,0,0,0,0,0,9,1,1.4,1.4,0.4,1.8,17,71,8,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
509,El Chadaille Bitshiabu,fr FRA,"DF,MF",RB Leipzig,de Bundesliga,18,2005,6,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
510,Fares Chaïbi,dz ALG,"FW,MF",Toulouse,fr Ligue 1,20,2002,2,0,58,0.6,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,2,5,12,0.00,1.55,1.55,0.00,1.55,0.00,0.29,0.29,0.00,0.29,Matches
511,Fares Chaïbi,dz ALG,"MF,FW",Eint Frankfurt,de Bundesliga,20,2002,28,21,"1,912",21.2,2,4,6,2,0,0,2,0,3.1,3.1,6.8,9.8,53,86,143,0.09,0.19,0.28,0.09,0.28,0.14,0.32,0.46,0.14,0.46,Matches
512,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,24,1999,13,10,952,10.6,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,5,31,9,0.09,0.00,0.09,0.09,0.09,0.02,0.01,0.02,0.02,0.02,Matches
513,Muhammed Cham,at AUT,"MF,FW",Clermont Foot,fr Ligue 1,22,2000,33,29,"2,554",28.4,8,4,12,4,4,5,4,0,9.4,5.5,3.1,8.7,71,161,142,0.28,0.14,0.42,0.14,0.28,0.33,0.11,0.44,0.19,0.31,Matches
514,Calum Chambers,eng ENG,"MF,DF",Aston Villa,eng Premier League,28,1995,5,1,152,1.7,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,0,5,1,0.00,0.59,0.59,0.00,0.59,0.00,0.06,0.06,0.00,0.06,Matches
515,Timothy Chandler,us USA,"MF,DF",Eint Frankfurt,de Bundesliga,33,1990,6,0,18,0.2,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,1,5,10,0.00,5.00,5.00,0.00,5.00,0.40,0.69,1.09,0.40,1.09,Matches
516,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,28,1994,33,33,"2,970",33.0,1,1,2,1,0,0,4,0,1.5,1.5,1.6,3.1,25,115,8,0.03,0.03,0.06,0.03,0.06,0.04,0.05,0.09,0.04,0.09,Matches
517,Charlys,br BRA,MF,Hellas Verona,it Serie A,19,2004,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,Matches
518,Pep Chavarría,es ESP,"DF,MF",Rayo Vallecano,es La Liga,25,1998,22,12,"1,167",13.0,1,1,2,1,0,0,6,1,1.0,1.0,0.7,1.7,28,74,84,0.08,0.08,0.15,0.08,0.15,0.07,0.05,0.13,0.07,0.13,Matches
519,Jhoanner Chávez,ec ECU,DF,Lens,fr Ligue 1,21,2002,8,6,481,5.3,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,4,15,19,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14,Matches
520,Walid Cheddira,ma MAR,FW,Frosinone,it Serie A,25,1998,36,24,"2,120",23.6,7,1,8,6,1,1,0,0,9.0,8.2,1.4,9.6,31,22,139,0.30,0.04,0.34,0.25,0.30,0.38,0.06,0.44,0.35,0.41,Matches
521,Rayan Cherki,fr FRA,"MF,FW",Lyon,fr Ligue 1,19,2003,33,19,"1,719",19.1,1,6,7,1,0,0,0,0,5.2,5.2,4.2,9.4,93,138,182,0.05,0.31,0.37,0.05,0.37,0.27,0.22,0.49,0.27,0.49,Matches
522,Youssef Chermiti,pt POR,FW,Everton,eng Premier League,19,2004,18,1,208,2.3,0,0,0,0,0,0,3,0,0.7,0.7,0.8,1.5,5,5,15,0.00,0.00,0.00,0.00,0.00,0.31,0.34,0.65,0.31,0.65,Matches
523,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,21,2001,33,33,"2,969",33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
524,Fabio Chiarodia,it ITA,DF,Gladbach,de Bundesliga,18,2005,7,1,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
525,Federico Chiesa,it ITA,FW,Juventus,it Serie A,25,1997,33,25,"2,197",24.4,9,2,11,8,1,1,1,0,6.4,5.6,6.2,11.9,111,70,216,0.37,0.08,0.45,0.33,0.41,0.26,0.25,0.52,0.23,0.49,Matches
526,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,26,1996,13,9,756,8.4,0,1,1,0,0,0,5,0,1.2,1.2,2.2,3.4,22,25,59,0.00,0.12,0.12,0.00,0.12,0.14,0.26,0.41,0.14,0.41,Matches
527,Tawanda Chirewa,zw ZIM,"MF,FW",Wolves,eng Premier League,19,2003,8,1,145,1.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,7,8,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.12,0.10,0.12,Matches
528,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,26,1997,32,31,"2,594",28.8,1,1,2,1,0,0,5,0,1.5,1.5,1.1,2.6,10,192,55,0.03,0.03,0.07,0.03,0.07,0.05,0.04,0.09,0.05,0.09,Matches
529,Leon Chiwome,eng ENG,FW,Wolves,eng Premier League,17,2006,3,2,174,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,7,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
530,Tahith Chong,nl NED,"MF,FW",Luton Town,eng Premier League,23,1999,33,20,"1,982",22.0,4,0,4,4,0,0,4,0,2.7,2.7,0.5,3.2,57,72,101,0.18,0.00,0.18,0.18,0.18,0.12,0.02,0.15,0.12,0.15,Matches
531,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,21,2001,31,30,"2,587",28.7,0,3,3,0,0,0,5,0,0.6,0.6,1.9,2.6,12,111,40,0.00,0.10,0.10,0.00,0.10,0.02,0.07,0.09,0.02,0.09,Matches
532,Andreas Christensen,dk DEN,"DF,MF",Barcelona,es La Liga,27,1996,30,27,"1,979",22.0,2,2,4,2,0,0,4,0,1.0,1.0,1.1,2.2,24,117,6,0.09,0.09,0.18,0.09,0.18,0.05,0.05,0.10,0.05,0.10,Matches
533,Jacob Christensen,dk DEN,MF,Köln,de Bundesliga,22,2001,7,2,219,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,12,1,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
534,Oliver Christensen,dk DEN,GK,Fiorentina,it Serie A,24,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
535,Ryan Christie,sct SCO,MF,Bournemouth,eng Premier League,28,1995,37,35,"2,907",32.3,0,5,5,0,0,0,6,0,2.3,2.3,5.4,7.7,60,167,78,0.00,0.15,0.15,0.00,0.15,0.07,0.17,0.24,0.07,0.24,Matches
536,Carney Chukwuemeka,eng ENG,"MF,FW",Chelsea,eng Premier League,19,2003,9,2,227,2.5,1,1,2,1,0,0,2,0,0.2,0.2,0.3,0.5,4,12,19,0.40,0.40,0.79,0.40,0.79,0.06,0.13,0.19,0.06,0.19,Matches
537,Samuel Chukwueze,ng NGA,FW,Milan,it Serie A,24,1999,24,12,"1,017",11.3,1,3,4,1,0,0,1,0,1.7,1.7,2.3,3.9,52,51,135,0.09,0.27,0.35,0.09,0.35,0.15,0.20,0.35,0.15,0.35,Matches
538,Víctor Chust,es ESP,DF,Cádiz,es La Liga,23,2000,22,22,"1,864",20.7,0,1,1,0,0,0,3,2,0.3,0.3,0.3,0.6,10,80,2,0.00,0.05,0.05,0.00,0.05,0.02,0.01,0.03,0.02,0.03,Matches
539,Pathé Ciss,sn SEN,MF,Rayo Vallecano,es La Liga,29,1994,31,16,"1,664",18.5,1,0,1,1,0,0,10,0,1.5,1.5,0.5,2.0,14,84,22,0.05,0.00,0.05,0.05,0.05,0.08,0.03,0.11,0.08,0.11,Matches
540,Alphadjo Cissè,it ITA,FW,Hellas Verona,it Serie A,16,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
541,Djaoui Cissé,fr FRA,MF,Rennes,fr Ligue 1,19,2004,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
542,Ibrahim Cissoko,nl NED,"FW,MF",Toulouse,fr Ligue 1,20,2003,11,2,241,2.7,1,1,2,1,0,0,1,0,0.8,0.8,0.4,1.2,21,12,39,0.37,0.37,0.75,0.37,0.75,0.29,0.16,0.45,0.29,0.45,Matches
543,Giorgio Cittadini,it ITA,DF,Monza,it Serie A,21,2002,1,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
544,Giorgio Cittadini,it ITA,DF,Genoa,it Serie A,21,2002,5,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
545,Patrick Ciurria,it ITA,"DF,MF",Monza,it Serie A,28,1995,22,18,"1,598",17.8,0,1,1,0,0,0,2,0,1.5,1.5,2.6,4.1,41,68,94,0.00,0.06,0.06,0.00,0.06,0.09,0.15,0.23,0.09,0.23,Matches
546,Bobby Clark,eng ENG,MF,Liverpool,eng Premier League,18,2005,5,1,89,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,7,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
547,Jordan Clark,eng ENG,MF,Luton Town,eng Premier League,29,1993,23,14,"1,304",14.5,1,1,2,1,0,0,4,0,1.0,1.0,1.3,2.2,21,51,39,0.07,0.07,0.14,0.07,0.14,0.07,0.09,0.16,0.07,0.16,Matches
548,Alexis Claude-Maurice,fr FRA,MF,Nice,fr Ligue 1,25,1998,18,4,504,5.6,0,0,0,0,0,0,1,0,0.8,0.8,0.3,1.0,15,21,25,0.00,0.00,0.00,0.00,0.00,0.13,0.05,0.19,0.13,0.19,Matches
549,Jonathan Clauss,fr FRA,DF,Marseille,fr Ligue 1,30,1992,27,25,"2,068",23.0,3,4,7,3,0,0,2,1,1.3,1.3,4.6,5.9,59,137,172,0.13,0.17,0.30,0.13,0.30,0.06,0.20,0.26,0.06,0.26,Matches
550,Silvi Clúa,es ESP,MF,Girona,es La Liga,18,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
551,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,32,1991,19,14,"1,338",14.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,10,33,18,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches
552,Marcus Coco,fr FRA,"DF,FW",Nantes,fr Ligue 1,27,1996,28,18,"1,481",16.5,1,0,1,1,0,0,2,0,0.8,0.8,1.0,1.8,28,55,65,0.06,0.00,0.06,0.06,0.06,0.05,0.06,0.11,0.05,0.11,Matches
553,Saúl Coco,gq EQG,DF,Las Palmas,es La Liga,24,1999,30,26,"2,295",25.5,1,0,1,1,0,0,6,1,1.1,1.1,0.0,1.1,9,69,1,0.04,0.00,0.04,0.04,0.04,0.04,0.00,0.04,0.04,0.04,Matches
554,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,34,1988,12,7,665,7.4,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,5,22,16,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,Matches
555,Maxime Colin,fr FRA,DF,Metz,fr Ligue 1,31,1991,22,22,"1,832",20.4,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.7,23,67,22,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
556,Nathan Collins,ie IRL,DF,Brentford,eng Premier League,22,2001,32,29,"2,652",29.5,1,1,2,1,0,0,3,0,1.7,1.7,2.2,3.9,11,97,18,0.03,0.03,0.07,0.03,0.07,0.06,0.07,0.13,0.06,0.13,Matches
557,Nnamdi Collins,de GER,DF,Eint Frankfurt,de Bundesliga,19,2004,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,13,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
558,Lorenzo Colombo,it ITA,FW,Monza,it Serie A,21,2002,25,16,"1,359",15.1,4,1,5,4,0,0,3,0,3.6,3.6,0.6,4.2,16,24,75,0.26,0.07,0.33,0.26,0.33,0.24,0.04,0.28,0.24,0.28,Matches
559,Andrea Colpani,it ITA,"MF,FW",Monza,it Serie A,24,1999,38,36,"2,657",29.5,8,4,12,8,0,0,1,0,4.8,4.8,5.0,9.8,90,120,193,0.27,0.14,0.41,0.27,0.41,0.16,0.17,0.33,0.16,0.33,Matches
560,Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,20,2003,23,20,"1,797",20.0,1,1,2,1,0,0,2,0,1.3,1.3,1.2,2.5,23,73,27,0.05,0.05,0.10,0.05,0.10,0.06,0.06,0.12,0.06,0.12,Matches
561,Kingsley Coman,fr FRA,FW,Bayern Munich,de Bundesliga,27,1996,17,15,"1,113",12.4,3,3,6,3,0,0,1,0,2.8,2.8,3.8,6.6,75,72,210,0.24,0.24,0.49,0.24,0.49,0.22,0.31,0.53,0.22,0.53,Matches
562,Eray Cömert,ch SUI,DF,Nantes,fr Ligue 1,25,1998,25,23,"1,995",22.2,2,0,2,2,0,0,5,0,0.7,0.7,0.2,0.8,7,57,3,0.09,0.00,0.09,0.09,0.09,0.03,0.01,0.04,0.03,0.04,Matches
563,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,26,1996,27,20,"1,653",18.4,2,0,2,2,0,0,8,2,1.9,1.9,2.0,3.8,23,92,48,0.11,0.00,0.11,0.11,0.11,0.10,0.11,0.21,0.10,0.21,Matches
564,Pietro Comuzzo,it ITA,"DF,FW",Fiorentina,it Serie A,18,2005,4,0,43,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
565,Alois Confais,fr FRA,"MF,FW",Le Havre,fr Ligue 1,26,1996,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
566,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,36,1987,35,35,"3,150",35.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
567,Bambasé Conté,de GER,"MF,FW",Hoffenheim,de Bundesliga,20,2003,7,0,48,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,2,8,0.00,0.00,0.00,0.00,0.00,0.34,0.07,0.41,0.34,0.41,Matches
568,Nikita Contini Baranovsky,it ITA,GK,Napoli,it Serie A,27,1996,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
569,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,26,1997,33,32,"2,786",31.0,0,3,3,0,0,0,5,1,0.4,0.4,4.3,4.6,22,142,15,0.00,0.10,0.10,0.00,0.10,0.01,0.14,0.15,0.01,0.15,Matches
570,Copete,es ESP,DF,Mallorca,es La Liga,23,1999,19,17,"1,333",14.8,1,1,2,1,0,0,7,0,0.5,0.5,0.8,1.3,3,52,2,0.07,0.07,0.14,0.07,0.14,0.04,0.05,0.09,0.04,0.09,Matches
571,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,19,2003,24,18,"1,634",18.2,2,0,2,2,0,0,9,0,1.2,1.2,0.2,1.4,1,40,0,0.11,0.00,0.11,0.11,0.11,0.07,0.01,0.08,0.07,0.08,Matches
572,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,32,1991,17,10,910,10.1,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,5,47,14,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
573,Tommaso Corazza,it ITA,DF,Bologna,it Serie A,19,2004,9,1,195,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,10,14,9,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
574,Theo Corbeanu,ca CAN,"MF,FW",Granada,es La Liga,21,2002,9,2,182,2.0,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.3,5,5,13,0.49,0.00,0.49,0.49,0.49,0.14,0.00,0.14,0.14,0.14,Matches
575,Jeppe Corfitzen,dk DEN,FW,Lecce,it Serie A,18,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
576,Jack Cork,eng ENG,MF,Burnley,eng Premier League,34,1989,4,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
577,Maxwel Cornet,ci CIV,"MF,FW",West Ham,eng Premier League,26,1996,7,1,112,1.2,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,3,2,8,0.80,0.00,0.80,0.80,0.80,0.32,0.13,0.46,0.32,0.46,Matches
578,Giacomo Corona,it ITA,FW,Empoli,it Serie A,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
579,Jesús Corona,mx MEX,"MF,DF",Sevilla,es La Liga,30,1993,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
580,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,28,1995,32,14,"1,528",17.0,9,2,11,8,1,1,3,0,7.9,7.1,3.6,10.8,40,61,128,0.53,0.12,0.65,0.47,0.59,0.47,0.21,0.68,0.42,0.63,Matches
581,Joaquín Correa,ar ARG,"FW,MF",Marseille,fr Ligue 1,28,1994,12,6,430,4.8,0,0,0,0,0,0,2,0,0.6,0.6,0.7,1.4,9,25,57,0.00,0.00,0.00,0.00,0.00,0.13,0.16,0.29,0.13,0.29,Matches
582,Thierry Correia,pt POR,DF,Valencia,es La Liga,24,1999,31,25,"2,154",23.9,0,2,2,0,0,0,4,1,0.6,0.6,2.1,2.7,40,80,56,0.00,0.08,0.08,0.00,0.08,0.03,0.09,0.11,0.03,0.11,Matches
583,Oscar Cortés,co COL,"FW,MF",Lens,fr Ligue 1,19,2003,4,0,44,0.5,1,1,2,1,0,0,0,0,0.5,0.5,0.7,1.1,1,2,8,2.05,2.05,4.09,2.05,4.09,0.93,1.41,2.35,0.93,2.35,Matches
584,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,30,1993,19,9,830,9.2,0,1,1,0,0,0,1,0,0.3,0.3,1.2,1.5,22,40,53,0.00,0.11,0.11,0.00,0.11,0.03,0.13,0.16,0.03,0.16,Matches
585,David Pereira da Costa,pt POR,MF,Lens,fr Ligue 1,22,2001,25,17,"1,494",16.6,4,2,6,4,0,0,3,0,3.0,3.0,3.5,6.5,53,73,101,0.24,0.12,0.36,0.24,0.36,0.18,0.21,0.39,0.18,0.39,Matches
586,Jaume Costa,es ESP,DF,Mallorca,es La Liga,35,1988,30,19,"1,682",18.7,0,1,1,0,0,0,7,0,0.3,0.3,1.2,1.5,34,50,104,0.00,0.05,0.05,0.00,0.05,0.02,0.06,0.08,0.02,0.08,Matches
587,João Costa,br BRA,"MF,FW",Roma,it Serie A,18,2005,3,0,14,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,Matches
588,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,22,2001,31,29,"2,650",29.4,1,1,2,1,0,0,6,0,1.4,1.4,0.6,2.0,19,145,14,0.03,0.03,0.07,0.03,0.07,0.05,0.02,0.07,0.05,0.07,Matches
589,Samu Costa,pt POR,MF,Mallorca,es La Liga,22,2000,34,26,"2,303",25.6,1,1,2,1,0,0,8,0,1.1,1.1,0.5,1.6,16,93,32,0.04,0.04,0.08,0.04,0.08,0.04,0.02,0.06,0.04,0.06,Matches
590,Benoît Costil,fr FRA,GK,Salernitana,it Serie A,36,1987,13,13,"1,170",13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
591,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,24,1999,3,2,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
592,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,30,1992,36,36,"3,132",34.8,0,7,7,0,0,0,7,1,0.3,0.3,4.0,4.3,68,119,126,0.00,0.20,0.20,0.00,0.20,0.01,0.11,0.12,0.01,0.12,Matches
